GAME_ID,HOME_TEAM_ID,HOME_TEAM_NAME,HOME_WIN,SEASON,HOME_ROLL10_PTS,HOME_ROLL10_FGA,HOME_ROLL10_FG_PCT,HOME_ROLL10_FG3_PCT,HOME_ROLL10_FT_PCT,HOME_ROLL10_REB,HOME_ROLL10_AST,HOME_ROLL10_TOV,HOME_ROLL10_STL,HOME_ROLL10_BLK,AWAY_TEAM_ID,AWAY_TEAM_NAME,AWAY_WIN,AWAY_ROLL10_PTS,AWAY_ROLL10_FGA,AWAY_ROLL10_FG_PCT,AWAY_ROLL10_FG3_PCT,AWAY_ROLL10_FT_PCT,AWAY_ROLL10_REB,AWAY_ROLL10_AST,AWAY_ROLL10_TOV,AWAY_ROLL10_STL,AWAY_ROLL10_BLK,DIFF_ROLL10_PTS,DIFF_ROLL10_FGA,DIFF_ROLL10_FG_PCT,DIFF_ROLL10_FG3_PCT,DIFF_ROLL10_FT_PCT,DIFF_ROLL10_REB,DIFF_ROLL10_AST,DIFF_ROLL10_TOV,DIFF_ROLL10_STL,DIFF_ROLL10_BLK
0022100996,1610612737,Atlanta Hawks,1,2021-22,115.4,88.0,0.47329999999999994,0.3605,0.8133000000000001,42.1,22.6,9.6,6.2,4.5,1610612746,Los Angeles Clippers,0,111.1,89.0,0.4683,0.4131,0.7805000000000001,47.7,24.5,13.4,7.8,6.6,4.300000000000011,-1.0,0.004999999999999949,-0.052600000000000036,0.03280000000000005,-5.600000000000001,-1.8999999999999986,-3.8000000000000007,-1.5999999999999996,-2.0999999999999996
0022101016,1610612737,Atlanta Hawks,1,2021-22,117.1,87.7,0.48450000000000004,0.3579,0.8028000000000001,42.0,23.6,9.3,6.1,4.5,1610612754,Indiana Pacers,0,118.2,90.1,0.4911,0.3711,0.7209,45.6,27.3,14.1,6.7,6.8,-1.1000000000000085,-2.3999999999999915,-0.006599999999999939,-0.01319999999999999,0.08190000000000008,-3.6000000000000014,-3.6999999999999993,-4.799999999999999,-0.6000000000000005,-2.3
0022101021,1610612737,Atlanta Hawks,1,2021-22,117.8,88.1,0.48550000000000004,0.36019999999999996,0.8056000000000001,42.1,23.8,9.3,6.1,4.4,1610612757,Portland Trail Blazers,0,104.8,86.6,0.4178,0.3267,0.7914,42.2,21.7,14.3,7.3,3.3,13.0,1.5,0.06770000000000004,0.033499999999999974,0.014200000000000101,-0.10000000000000142,2.1000000000000014,-5.0,-1.2000000000000002,1.1000000000000005
0022101047,1610612737,Atlanta Hawks,1,2021-22,116.8,89.6,0.4729,0.3372,0.8470000000000001,42.1,25.1,8.9,7.1,4.3,1610612763,Memphis Grizzlies,0,120.1,98.7,0.4647,0.341,0.7171,52.8,26.9,11.3,8.3,7.7,-3.299999999999997,-9.100000000000009,0.008199999999999985,-0.0038000000000000256,0.12990000000000013,-10.699999999999996,-1.7999999999999972,-2.4000000000000004,-1.200000000000001,-3.4000000000000004
0022101064,1610612737,Atlanta Hawks,0,2021-22,116.1,90.4,0.4646,0.3417,0.8462,41.6,25.2,8.6,7.5,4.1,1610612740,New Orleans Pelicans,1,120.4,92.0,0.5015,0.3555,0.7269,47.6,27.9,13.2,10.7,3.5,-4.300000000000011,-1.5999999999999943,-0.03689999999999993,-0.013799999999999979,0.11929999999999996,-6.0,-2.6999999999999993,-4.6,-3.1999999999999993,0.5999999999999996
0022101102,1610612737,Atlanta Hawks,1,2021-22,114.6,90.6,0.46370000000000006,0.3428,0.8541000000000001,43.0,26.2,11.2,7.6,4.1,1610612744,Golden State Warriors,0,111.7,87.5,0.47330000000000005,0.3704,0.7626999999999999,45.6,25.8,12.8,6.7,3.5,2.8999999999999915,3.0999999999999943,-0.009599999999999997,-0.027600000000000013,0.09140000000000015,-2.6000000000000014,0.3999999999999986,-1.6000000000000014,0.8999999999999995,0.5999999999999996
0022100452,1610612737,Atlanta Hawks,1,2021-22,119.8,90.3,0.4809,0.3886,0.8652000000000001,41.8,26.7,11.6,9.4,4.1,1610612739,Cleveland Cavaliers,0,109.4,85.1,0.4702,0.3534,0.7613,41.8,25.1,12.3,7.3,3.5,10.399999999999991,5.200000000000003,0.010699999999999987,0.03520000000000001,0.1039000000000001,0.0,1.5999999999999979,-0.7000000000000011,2.1000000000000005,0.5999999999999996
0022101163,1610612737,Atlanta Hawks,1,2021-22,119.8,91.0,0.4756,0.3875,0.8592000000000001,43.0,26.7,11.3,9.2,4.2,1610612751,Brooklyn Nets,0,120.2,86.8,0.5141,0.38339999999999996,0.8054,42.9,27.7,14.2,8.5,5.6,-0.4000000000000057,4.200000000000003,-0.03849999999999998,0.004100000000000048,0.05380000000000007,0.10000000000000142,-1.0,-2.8999999999999986,0.6999999999999993,-1.3999999999999995
0022101192,1610612737,Atlanta Hawks,1,2021-22,120.0,88.8,0.4835,0.3969,0.8147,43.5,26.0,11.0,8.8,4.2,1610612764,Washington Wizards,0,113.9,87.3,0.4908,0.3707,0.7823,42.8,28.7,11.4,6.3,4.8,6.099999999999994,1.5,-0.007300000000000029,0.0262,0.032399999999999984,0.7000000000000028,-2.6999999999999993,-0.40000000000000036,2.500000000000001,-0.5999999999999996
0022200005,1610612737,Atlanta Hawks,1,2022-23,120.8,89.6,0.48360000000000003,0.3973,0.8181,44.4,25.6,10.3,8.6,3.2,1610612745,Houston Rockets,0,115.2,88.6,0.46980000000000005,0.3461,0.7388,41.9,24.7,14.5,7.9,5.3,5.599999999999994,1.0,0.013799999999999979,0.05119999999999997,0.07930000000000004,2.5,0.9000000000000021,-4.199999999999999,0.6999999999999993,-2.0999999999999996
